magazineId;name
4;Acta Inf.
5;Acta Inf.
6;Acta Inf.
7;Acta Inf.
8;Acta Inf.
9;Acta Inf.
10;Acta Inf.
11;Acta Inf.
12;Acta Inf.
13;Acta Inf.
14;Acta Inf.
15;Acta Inf.
16;Acta Inf.
17;Acta Inf.
18;Acta Inf.
19;Acta Inf.
20;Acta Inf.
21;Acta Inf.
22;Acta Inf.
23;Acta Inf.
24;Acta Inf.
25;Acta Inf.
26;Acta Inf.
27;Acta Inf.
28;Acta Inf.
29;Acta Inf.
30;Acta Inf.
31;Acta Inf.
32;Acta Inf.
33;Acta Inf.
34;Acta Inf.
35;Acta Inf.
36;Acta Inf.
37;Acta Inf.
38;Acta Inf.
39;Acta Inf.
40;Acta Inf.
41;Acta Inf.
42;Acta Inf.
43;Acta Inf.
44;Acta Inf.
45;Acta Inf.
46;Acta Inf.
47;Acta Inf.
48;Acta Inf.
49;Acta Inf.
50;Acta Inf.
51;Acta Inf.
52;Acta Inf.
53;Acta Inf.
54;Acta Inf.
55;Acta Inf.
56;Acta Inf.
57;Acta Inf.
58;Acta Inf.
59;Acta Inf.
60;Acta Inf.
61;Acta Inf.
62;Acta Inf.
63;Acta Inf.
64;Acta Inf.
65;Acta Inf.
66;Acta Inf.
67;Acta Inf.
68;Acta Inf.
69;Acta Inf.
70;Acta Inf.
71;Acta Inf.
72;Acta Inf.
73;Acta Inf.
74;Acta Inf.
75;Acta Inf.
76;Acta Inf.
77;Acta Inf.
78;Acta Inf.
79;Acta Inf.
80;Acta Inf.
81;Acta Inf.
82;Acta Inf.
83;Acta Inf.
84;Acta Inf.
85;Acta Inf.
86;Acta Inf.
87;Acta Inf.
88;Acta Inf.
89;Acta Inf.
90;Acta Inf.
91;Acta Inf.
92;Acta Inf.
93;Acta Inf.
94;Acta Inf.
95;Acta Inf.
96;Acta Inf.
97;Acta Inf.
98;Acta Inf.
99;Acta Inf.
100;Acta Inf.
101;Acta Inf.
102;Acta Inf.
103;Acta Inf.
104;Acta Inf.
105;Acta Inf.
106;Acta Inf.
107;Acta Inf.
108;Acta Inf.
109;Acta Inf.
110;Acta Inf.
111;Acta Inf.
112;Acta Inf.
113;Acta Inf.
114;Acta Inf.
115;Acta Inf.
116;Acta Inf.
117;Acta Inf.
118;Acta Inf.
119;Acta Inf.
120;Acta Inf.
121;Acta Inf.
122;Acta Inf.
123;Acta Inf.
124;Acta Inf.
125;Acta Inf.
126;Acta Inf.
127;Acta Inf.
128;Acta Inf.
129;Acta Inf.
130;Acta Inf.
131;Acta Inf.
132;Acta Inf.
133;Acta Inf.
134;Acta Inf.
135;Acta Inf.
136;Acta Inf.
137;Acta Inf.
138;Acta Inf.
139;Acta Inf.
140;Acta Inf.
141;Acta Inf.
142;Acta Inf.
143;Acta Inf.
144;Acta Inf.
145;Acta Inf.
146;Acta Inf.
147;Acta Inf.
148;Acta Inf.
149;Acta Inf.
150;Acta Inf.
151;Acta Inf.
152;Acta Inf.
153;Acta Inf.
154;Acta Inf.
155;Acta Inf.
156;Acta Inf.
157;Acta Inf.
158;Acta Inf.
159;Acta Inf.
160;Acta Inf.
161;Acta Inf.
162;Acta Inf.
163;Acta Inf.
164;Acta Inf.
165;Acta Inf.
166;Acta Inf.
167;Acta Inf.
168;Acta Inf.
169;Acta Inf.
170;Acta Inf.
171;Acta Inf.
172;Acta Inf.
173;Acta Inf.
174;Acta Inf.
175;Acta Inf.
176;Acta Inf.
177;Acta Inf.
178;Acta Inf.
179;Acta Inf.
180;Acta Inf.
181;Acta Inf.
182;Acta Inf.
183;Acta Inf.
184;Acta Inf.
185;Acta Inf.
186;Acta Inf.
187;Acta Inf.
188;Acta Inf.
189;Acta Inf.
190;Acta Inf.
191;Acta Inf.
192;Acta Inf.
193;Acta Inf.
194;Acta Inf.
195;Acta Inf.
196;Acta Inf.
197;Acta Inf.
198;Acta Inf.
199;Acta Inf.
200;Acta Inf.
201;Acta Inf.
202;Acta Inf.
203;Acta Inf.
204;Acta Inf.
205;Acta Inf.
206;Acta Inf.
207;Acta Inf.
208;Acta Inf.
209;Acta Inf.
210;Acta Inf.
211;Acta Inf.
212;Acta Inf.
213;Acta Inf.
214;Acta Inf.
215;Acta Inf.
216;Acta Inf.
217;Acta Inf.
218;Acta Inf.
219;Acta Inf.
220;Acta Inf.
221;Acta Inf.
222;Acta Inf.
223;Acta Inf.
224;Acta Inf.
225;Acta Inf.
226;Acta Inf.
227;Acta Inf.
228;Acta Inf.
229;Acta Inf.
230;Acta Inf.
231;Acta Inf.
232;Acta Inf.
233;Acta Inf.
234;Acta Inf.
235;Acta Inf.
236;Acta Inf.
237;Acta Inf.
238;Acta Inf.
239;Acta Inf.
240;Acta Inf.
241;Acta Inf.
242;Acta Inf.
243;Acta Inf.
244;Acta Inf.
245;Acta Inf.
246;Acta Inf.
247;Acta Inf.
248;Acta Inf.
249;Acta Inf.
250;Acta Inf.
251;Acta Inf.
252;Acta Inf.
253;Acta Inf.
254;Acta Inf.
255;Acta Inf.
256;Acta Inf.
257;Acta Inf.
258;Acta Inf.
259;Acta Inf.
260;Acta Inf.
261;Acta Inf.
262;Acta Inf.
263;Acta Inf.
264;Acta Inf.
265;Acta Inf.
266;Acta Inf.
267;Acta Inf.
268;Acta Inf.
269;Acta Inf.
270;Acta Inf.
271;Acta Inf.
272;Acta Inf.
273;Acta Inf.
274;Acta Inf.
275;Acta Inf.
276;Acta Inf.
277;Acta Inf.
278;Acta Inf.
279;Acta Inf.
280;Acta Inf.
281;Acta Inf.
282;Acta Inf.
283;Acta Inf.
284;Acta Inf.
285;Acta Inf.
286;Acta Inf.
287;Acta Inf.
288;Acta Inf.
289;Acta Inf.
290;Acta Inf.
291;Acta Inf.
292;Acta Inf.
293;Acta Inf.
294;Acta Inf.
295;Acta Inf.
296;Acta Inf.
297;Acta Inf.
298;Acta Inf.
299;Acta Inf.
300;Acta Inf.
301;Acta Inf.
302;Acta Inf.
303;Acta Inf.
304;Acta Inf.
305;Acta Inf.
306;Acta Inf.
307;Acta Inf.
308;Acta Inf.
309;Acta Inf.
310;Acta Inf.
311;Acta Inf.
312;Acta Inf.
313;Acta Inf.
314;Acta Inf.
315;Acta Inf.
316;Acta Inf.
317;Acta Inf.
318;Acta Inf.
319;Acta Inf.
320;Acta Inf.
321;Acta Inf.
322;Acta Inf.
323;Acta Inf.
324;Acta Inf.
325;Acta Inf.
326;Acta Inf.
327;Acta Inf.
328;Acta Inf.
329;Acta Inf.
330;Acta Inf.
331;Acta Inf.
332;Acta Inf.
333;Acta Inf.
334;Acta Inf.
335;Acta Inf.
336;Acta Inf.
337;Acta Inf.
338;Acta Inf.
339;Acta Inf.
340;Acta Inf.
341;Acta Inf.
342;Acta Inf.
343;Acta Inf.
344;Acta Inf.
345;Acta Inf.
346;Acta Inf.
347;Acta Inf.
348;Acta Inf.
349;Acta Inf.
350;Acta Inf.
351;Acta Inf.
352;Acta Inf.
353;Acta Inf.
354;Acta Inf.
355;Acta Inf.
356;Acta Inf.
357;Acta Inf.
358;Acta Inf.
359;Acta Inf.
360;Acta Inf.
361;Acta Inf.
362;Acta Inf.
363;Acta Inf.
364;Acta Inf.
365;Acta Inf.
366;Acta Inf.
367;Acta Inf.
368;Acta Inf.
369;Acta Inf.
370;Acta Inf.
371;Acta Inf.
372;Acta Inf.
373;Acta Inf.
374;Acta Inf.
375;Acta Inf.
376;Acta Inf.
377;Acta Inf.
378;Acta Inf.
379;Acta Inf.
380;Acta Inf.
381;Acta Inf.
382;Acta Inf.
383;Acta Inf.
384;Acta Inf.
385;Acta Inf.
386;Acta Inf.
387;Acta Inf.
388;Acta Inf.
389;Acta Inf.
390;Acta Inf.
391;Acta Inf.
392;Acta Inf.
393;Acta Inf.
394;Acta Inf.
395;Acta Inf.
396;Acta Inf.
397;Acta Inf.
398;Acta Inf.
399;Acta Inf.
400;Acta Inf.
401;Acta Inf.
402;Acta Inf.
403;Acta Inf.
404;Acta Inf.
405;Acta Inf.
406;Acta Inf.
407;Acta Inf.
408;Acta Inf.
409;Acta Inf.
410;Acta Inf.
411;Acta Inf.
412;Acta Inf.
413;Acta Inf.
414;Acta Inf.
415;Acta Inf.
416;Acta Inf.
417;Acta Inf.
418;Acta Inf.
419;Acta Inf.
420;Acta Inf.
421;Acta Inf.
422;Acta Inf.
423;Acta Inf.
424;Acta Inf.
425;Acta Inf.
426;Acta Inf.
427;Acta Inf.
428;Acta Inf.
429;Acta Inf.
430;Acta Inf.
431;Acta Inf.
432;Acta Inf.
433;Acta Inf.
434;Acta Inf.
435;Acta Inf.
436;Acta Inf.
437;Acta Inf.
438;Acta Inf.
439;Acta Inf.
440;Acta Inf.
441;Acta Inf.
442;Acta Inf.
443;Acta Inf.
444;Acta Inf.
445;Acta Inf.
446;Acta Inf.
447;Acta Inf.
448;Acta Inf.
449;Acta Inf.
450;Acta Inf.
451;Acta Inf.
452;Acta Inf.
453;Acta Inf.
454;Acta Inf.
455;Acta Inf.
456;Acta Inf.
457;Acta Inf.
458;Acta Inf.
459;Acta Inf.
460;Acta Inf.
461;Acta Inf.
462;Acta Inf.
463;Acta Inf.
464;Acta Inf.
465;Acta Inf.
466;Acta Inf.
467;Acta Inf.
468;Acta Inf.
469;Acta Inf.
470;Acta Inf.
471;Acta Inf.
472;Acta Inf.
473;Acta Inf.
474;Acta Inf.
475;Acta Inf.
476;Acta Inf.
477;Acta Inf.
478;Acta Inf.
479;Acta Inf.
480;Acta Inf.
481;Acta Inf.
482;Acta Inf.
483;Acta Inf.
484;Acta Inf.
485;Acta Inf.
486;Acta Inf.
487;Acta Inf.
488;Acta Inf.
489;Acta Inf.
490;Acta Inf.
491;Acta Inf.
492;Acta Inf.
493;Acta Inf.
494;Acta Inf.
495;Acta Inf.
496;Acta Inf.
497;Acta Inf.
498;Acta Inf.
499;Acta Inf.
500;Acta Inf.
501;Acta Inf.
502;Acta Inf.
503;Acta Inf.
504;Acta Inf.
505;Acta Inf.
506;Acta Inf.
507;Acta Inf.
508;Acta Inf.
509;Acta Inf.
510;Acta Inf.
511;Acta Inf.
512;Acta Inf.
513;Acta Inf.
514;Acta Inf.
515;Acta Inf.
516;Acta Inf.
517;Acta Inf.
518;Acta Inf.
519;Acta Inf.
520;Acta Inf.
521;Acta Inf.
522;Acta Inf.
523;Acta Inf.
524;Acta Inf.
525;Acta Inf.
526;Acta Inf.
527;Acta Inf.
528;Acta Inf.
529;Acta Inf.
530;Acta Inf.
531;Acta Inf.
532;Acta Inf.
533;Acta Inf.
534;Acta Inf.
535;Acta Inf.
536;Acta Inf.
537;Acta Inf.
538;Acta Inf.
539;Acta Inf.
540;Acta Inf.
541;Acta Inf.
542;Acta Inf.
543;Acta Inf.
544;Acta Inf.
545;Acta Inf.
546;Acta Inf.
547;Acta Inf.
548;Acta Inf.
549;Acta Inf.
550;Acta Inf.
551;Acta Inf.
552;Acta Inf.
553;Acta Inf.
554;Acta Inf.
555;Acta Inf.
556;Acta Inf.
557;Acta Inf.
558;Acta Inf.
559;Acta Inf.
560;Acta Inf.
561;Acta Inf.
562;Acta Inf.
563;Acta Inf.
564;Acta Inf.
565;Acta Inf.
566;Acta Inf.
567;Acta Inf.
568;Acta Inf.
569;Acta Inf.
570;Acta Inf.
571;Acta Inf.
572;Acta Inf.
573;Acta Inf.
574;Acta Inf.
575;Acta Inf.
576;Acta Inf.
577;Acta Inf.
578;Acta Inf.
579;Acta Inf.
580;Acta Inf.
581;Acta Inf.
582;Acta Inf.
583;Acta Inf.
584;Acta Inf.
585;Acta Inf.
586;Acta Inf.
587;Acta Inf.
588;Acta Inf.
589;Acta Inf.
590;Acta Inf.
591;Acta Inf.
592;Acta Inf.
593;Acta Inf.
594;Acta Inf.
595;Acta Inf.
596;Acta Inf.
597;Acta Inf.
598;Acta Inf.
599;Acta Inf.
600;Acta Inf.
601;Acta Inf.
602;Acta Inf.
603;Acta Inf.
604;Acta Inf.
605;Acta Inf.
606;Acta Inf.
607;Acta Inf.
608;Acta Inf.
609;Acta Inf.
610;Acta Inf.
611;Acta Inf.
612;Acta Inf.
613;Acta Inf.
614;Acta Inf.
615;Acta Inf.
616;Acta Inf.
617;Acta Inf.
618;Acta Inf.
619;Acta Inf.
620;Acta Inf.
621;Acta Inf.
622;Acta Inf.
623;Acta Inf.
624;Acta Inf.
625;Acta Inf.
626;Acta Inf.
627;Acta Inf.
628;Acta Inf.
629;Acta Inf.
630;Acta Inf.
631;Acta Inf.
632;Acta Inf.
633;Acta Inf.
634;Acta Inf.
635;Acta Inf.
636;Acta Inf.
637;Acta Inf.
638;Acta Inf.
639;Acta Inf.
640;Acta Inf.
641;Acta Inf.
642;Acta Inf.
643;Acta Inf.
644;Acta Inf.
645;Acta Inf.
646;Acta Inf.
647;Acta Inf.
648;Acta Inf.
649;Acta Inf.
650;Acta Inf.
651;Acta Inf.
652;Acta Inf.
653;Acta Inf.
654;Acta Inf.
655;Acta Inf.
656;Acta Inf.
657;Acta Inf.
658;Acta Inf.
659;Acta Inf.
660;Acta Inf.
661;Acta Inf.
662;Acta Inf.
663;Acta Inf.
664;Acta Inf.
665;Acta Inf.
666;Acta Inf.
667;Acta Inf.
668;Acta Inf.
669;Acta Inf.
670;Acta Inf.
671;Acta Inf.
672;Acta Inf.
673;Acta Inf.
674;Acta Inf.
675;Acta Inf.
676;Acta Inf.
677;Acta Inf.
678;Acta Inf.
679;Acta Inf.
680;Acta Inf.
681;Acta Inf.
682;Acta Inf.
683;Acta Inf.
684;Acta Inf.
685;Acta Inf.
686;Acta Inf.
687;Acta Inf.
688;Acta Inf.
689;Acta Inf.
690;Acta Inf.
691;Acta Inf.
692;Acta Inf.
693;Acta Inf.
694;Acta Inf.
695;Acta Inf.
696;Acta Inf.
697;Acta Inf.
698;Acta Inf.
699;Acta Inf.
700;Acta Inf.
701;Acta Inf.
702;Acta Inf.
703;Acta Inf.
704;Acta Inf.
705;Acta Inf.
706;Acta Inf.
707;Acta Inf.
708;Acta Inf.
709;Acta Inf.
710;Acta Inf.
711;Acta Inf.
712;Acta Inf.
713;Acta Inf.
714;Acta Inf.
715;Acta Inf.
716;Acta Inf.
717;Acta Inf.
718;Acta Inf.
719;Acta Inf.
720;Acta Inf.
721;Acta Inf.
722;Acta Inf.
723;Acta Inf.
724;Acta Inf.
725;Acta Inf.
726;Acta Inf.
727;Acta Inf.
728;Acta Inf.
729;Acta Inf.
730;Acta Inf.
731;Acta Inf.
732;Acta Inf.
